concept_code,concept_name,date,overall_sentiment,overall_importance,overall_impact,overall_duration,news_consistency,fcast_ret,close,high,low,open,volume
884133.WI,网络安全指数,2025-10-20,0.75,9.2,8.5,6.0,8.5,7.3,16741.9767,16869.2265,16632.6908,16716.1819,967081700.0
884133.WI,网络安全指数,2025-10-21,0.45,7.3,6.8,7.5,8.0,6.5,16867.5969,16869.5239,16674.8639,16732.1031,900913200.0
884133.WI,网络安全指数,2025-10-22,-0.3,8.0,7.0,8.0,4.0,3.0,16686.9472,16814.9453,16667.1736,16794.7657,727091000.0
884133.WI,网络安全指数,2025-10-23,0.55,7.2,6.8,7.5,7.0,6.3,17052.5527,17078.9837,16552.6899,16788.6307,974919900.0
884133.WI,网络安全指数,2025-10-24,0.75,8.3,7.8,8.2,8.5,7.6,17121.0937,17252.4227,17057.5723,17149.9868,1024660400.0
884133.WI,网络安全指数,2025-10-27,0.55,6.2,6.8,6.5,7.3,6.7,17237.2768,17318.571,17060.5606,17185.9753,1094746600.0
884133.WI,网络安全指数,2025-10-28,0.45,7.3,6.8,8.2,6.5,6.1,17327.2562,17519.1594,17102.6889,17197.1484,1071805500.0
884133.WI,网络安全指数,2025-10-29,0.35,6.8,6.5,6.0,6.5,6.3,17419.8463,17536.5732,17260.0545,17295.0766,1286903500.0
884133.WI,网络安全指数,2025-10-30,0.65,7.3,7.0,7.5,8.0,6.8,17585.0342,17887.7323,17230.8434,17346.6614,2039760200.0
884133.WI,网络安全指数,2025-10-31,0.65,7.5,7.0,8.0,8.5,6.5,17801.1131,17940.5412,17474.9374,17474.9374,2061025700.0
884133.WI,网络安全指数,2025-11-03,0.65,7.3,6.8,7.5,8.2,6.4,18032.4962,18033.2342,17616.3341,17808.884,2141251500.0
884133.WI,网络安全指数,2025-11-04,0.65,6.8,6.5,7.2,8.3,6.4,17864.1968,17930.8723,17676.3707,17930.8723,1727162700.0
884133.WI,网络安全指数,2025-11-05,0.45,6.2,6.8,7.3,7.0,6.5,17648.4505,17773.1373,17483.5778,17607.9325,1496972800.0
884133.WI,网络安全指数,2025-11-06,0.75,7.3,7.8,7.0,8.2,7.2,17657.3047,17696.2823,17396.3841,17641.667,1432206300.0
884133.WI,网络安全指数,2025-11-07,0.05,6.8,6.5,5.5,5.0,5.2,17348.0532,17537.352,17318.3337,17528.6863,1209539300.0
884133.WI,网络安全指数,2025-11-10,0.35,6.8,6.2,7.5,5.5,5.8,17431.8423,17507.989,17294.9518,17377.4665,1164212900.0
884133.WI,网络安全指数,2025-11-11,0.35,8.2,7.8,7.5,6.8,6.3,17307.2122,17509.029,17284.6165,17427.1764,1226666500.0
884133.WI,网络安全指数,2025-11-12,0.45,7.3,6.8,6.5,7.0,5.8,17076.46,17256.5963,16936.8857,17256.5963,1005055300.0
884133.WI,网络安全指数,2025-11-13,0.35,6.8,5.5,6.5,7.2,6.3,17227.3528,17265.7878,16985.9759,17062.872,990514700.0
884133.WI,网络安全指数,2025-11-14,-0.45,7.3,6.8,5.5,5.0,3.2,16953.1189,17191.7375,16953.1189,17077.231,984901000.0
884133.WI,网络安全指数,2025-11-17,0.45,6.5,6.0,7.0,7.0,6.5,17426.4612,17440.5106,16961.8296,16963.4125,1507565900.0
884133.WI,网络安全指数,2025-11-18,0.35,6.8,6.5,7.2,6.0,6.3,17545.4883,17593.0562,17306.2084,17415.8163,1719060100.0
884133.WI,网络安全指数,2025-11-19,0.45,7.3,7.0,6.8,7.5,6.2,17311.2576,17585.9321,17213.2561,17567.9563,1526673000.0
884133.WI,网络安全指数,2025-11-20,0.45,7.3,6.8,8.2,8.0,5.8,17165.4224,17410.3761,17118.6541,17355.6804,1263964000.0
884133.WI,网络安全指数,2025-11-21,0.35,5.8,5.5,6.5,6.0,4.5,16478.605,17195.6287,16478.605,16918.4795,1444572600.0
8841332.WI,医疗物资出口指数,2025-09-30,0.35,5.5,5.0,3.0,7.0,5.5,2869.1026,2875.6245,2837.3128,2839.0558,505965800.0
8841332.WI,医疗物资出口指数,2025-10-23,-0.4,7.5,8.0,7.0,4.5,2.0,2837.2397,2861.639,2803.6019,2852.6837,552253400.0
8841332.WI,医疗物资出口指数,2025-10-28,0.25,6.0,5.0,4.5,7.0,5.0,2876.8126,2895.3972,2863.1764,2876.0373,622006600.0
8841332.WI,医疗物资出口指数,2025-11-04,-0.1,4.5,3.5,3.0,3.0,4.5,2880.832,2928.532,2863.8647,2928.532,713817300.0
8841332.WI,医疗物资出口指数,2025-11-06,0.35,5.5,5.0,4.5,3.0,6.5,2890.285,2893.0222,2878.167,2891.6039,539163600.0
8841332.WI,医疗物资出口指数,2025-11-11,-0.45,5.2,4.8,3.5,7.0,3.0,2955.5388,2960.2882,2934.4313,2949.0823,696345700.0
8841332.WI,医疗物资出口指数,2025-11-14,-0.3,3.0,3.5,2.5,6.5,3.0,3016.3463,3041.7877,2995.1983,2995.2426,952493200.0
8841332.WI,医疗物资出口指数,2025-11-18,0.4,5.0,5.0,3.0,9.0,6.0,2929.5182,2976.7309,2919.2681,2961.2778,667183600.0
8841334.WI,毫米波指数,2025-09-08,0.45,7.3,6.8,7.5,7.0,6.5,2445.1276,2458.4208,2385.9707,2400.8342,391063900.0
8841334.WI,毫米波指数,2025-09-09,0.0,1.0,0.5,0.5,8.0,3.0,2384.6883,2441.4419,2378.0151,2439.9793,338703100.0
8841334.WI,毫米波指数,2025-09-10,0.2,2.5,3.0,4.0,8.0,5.5,2397.8105,2432.4952,2385.2425,2386.4461,301066300.0
8841334.WI,毫米波指数,2025-09-12,0.0,2.0,2.5,1.5,5.0,5.0,2432.0866,2459.0118,2420.3495,2454.5846,393349500.0
8841334.WI,毫米波指数,2025-09-16,0.8,8.0,8.0,8.0,8.5,6.5,2454.6855,2454.6855,2402.3895,2409.7288,371307000.0
8841334.WI,毫米波指数,2025-09-17,0.4,4.5,4.5,3.0,6.0,6.5,2477.9102,2483.9096,2435.5905,2448.4068,367560200.0
8841334.WI,毫米波指数,2025-09-23,-0.3,6.5,5.5,4.5,3.5,3.0,2524.7349,2591.1735,2491.947,2586.7121,335043600.0
8841334.WI,毫米波指数,2025-09-25,0.7,7.0,6.5,7.5,9.0,6.8,2554.3521,2583.932,2540.4085,2555.7327,437143700.0
8841334.WI,毫米波指数,2025-09-26,-0.1,1.0,1.0,1.0,8.0,2.5,2500.234,2570.8579,2500.1144,2537.0761,462341700.0
8841334.WI,毫米波指数,2025-09-29,0.75,7.5,7.0,6.5,8.5,7.2,2517.8589,2531.7439,2494.4966,2525.0427,398685000.0
8841334.WI,毫米波指数,2025-09-30,0.15,5.5,4.8,5.0,4.0,5.2,2528.9464,2561.9506,2521.0861,2524.6078,325189600.0
8841334.WI,毫米波指数,2025-10-09,0.4,7.0,6.5,5.5,8.0,7.0,2573.2811,2580.3325,2540.9899,2546.5969,413682200.0
8841334.WI,毫米波指数,2025-10-10,0.4,5.0,5.0,3.0,7.0,6.0,2503.2037,2556.4528,2495.1249,2556.4528,326493000.0
8841334.WI,毫米波指数,2025-10-14,0.55,7.2,6.8,8.0,9.5,6.3,2464.1892,2548.9117,2458.0617,2530.1701,351457000.0
8841334.WI,毫米波指数,2025-10-15,0.0,1.0,0.5,0.0,0.0,6.0,2521.4051,2521.4051,2433.4878,2465.0022,319228300.0
8841334.WI,毫米波指数,2025-10-16,0.0,0.0,0.0,0.0,0.0,5.0,2479.9677,2526.4506,2472.3972,2523.8161,265259000.0
8841334.WI,毫米波指数,2025-10-20,0.35,6.5,6.0,6.5,7.0,5.5,2443.0227,2472.6903,2421.5178,2424.5508,257969400.0
8841334.WI,毫米波指数,2025-10-23,0.8,7.5,6.5,6.0,9.0,7.0,2507.8474,2511.0808,2458.3859,2493.0169,317755200.0
8841334.WI,毫米波指数,2025-10-24,0.75,6.0,6.5,6.5,9.0,7.0,2608.4993,2613.4543,2536.331,2536.331,459997200.0
8841334.WI,毫米波指数,2025-10-27,0.55,6.5,6.0,5.0,8.5,7.0,2659.4797,2660.2587,2620.7379,2637.1904,368867100.0
8841334.WI,毫米波指数,2025-10-28,0.75,7.5,7.0,7.5,8.5,6.5,2660.9781,2675.9417,2636.6716,2644.2732,319126200.0
8841334.WI,毫米波指数,2025-10-29,0.4,6.5,6.0,6.0,8.0,4.8,2704.9179,2705.5315,2672.2631,2680.1325,328952500.0
8841334.WI,毫米波指数,2025-10-31,0.75,6.5,6.5,6.5,9.0,6.5,2662.7639,2723.6717,2661.0787,2721.6849,379759700.0
8841334.WI,毫米波指数,2025-11-03,0.5,6.0,6.5,7.0,9.0,7.0,2661.0593,2672.2156,2626.3931,2652.0645,295524500.0
8841334.WI,毫米波指数,2025-11-05,-0.1,2.0,2.5,1.5,5.0,4.5,2642.3002,2651.7434,2574.8799,2579.8289,299827400.0
8841334.WI,毫米波指数,2025-11-06,0.5,7.0,6.5,7.0,9.0,7.0,2654.0319,2659.8625,2625.4474,2640.3528,275032100.0
8841334.WI,毫米波指数,2025-11-07,0.7,7.5,7.0,7.0,8.5,7.0,2668.7453,2685.1959,2622.417,2638.6878,287377400.0
8841334.WI,毫米波指数,2025-11-10,0.15,6.5,5.8,6.2,4.5,4.8,2719.484,2764.5714,2709.3092,2745.7732,347058800.0
8841334.WI,毫米波指数,2025-11-11,0.5,7.2,6.5,7.8,8.0,6.3,2658.8973,2768.1552,2654.9839,2767.6798,548551900.0
8841334.WI,毫米波指数,2025-11-13,0.4,4.5,5.0,5.5,8.0,6.5,2642.8717,2674.4198,2632.8864,2640.9357,366145800.0
8841334.WI,毫米波指数,2025-11-18,0.4,6.0,6.5,4.5,9.0,6.5,2666.0152,2700.5864,2642.7021,2691.7017,574776300.0
8841338.WI,光伏屋顶指数,2025-09-05,0.65,7.5,7.8,7.2,8.0,7.3,5019.5566,5023.2109,4770.5114,4770.5114,2862900700.0
8841338.WI,光伏屋顶指数,2025-09-08,0.75,8.3,7.8,8.0,8.5,7.2,5045.8854,5079.9399,4991.3073,5071.8745,2376177200.0
8841338.WI,光伏屋顶指数,2025-09-09,0.35,6.8,6.5,6.2,7.0,5.8,4973.8996,5057.9953,4960.2748,5026.8525,1749897500.0
8841338.WI,光伏屋顶指数,2025-09-10,0.45,7.2,6.8,7.5,8.0,6.5,4896.3276,4953.3533,4834.8819,4947.4271,1583944600.0
8841338.WI,光伏屋顶指数,2025-09-11,0.7,7.5,7.5,7.0,8.0,6.5,5000.3971,5001.0647,4872.1381,4876.0425,1650244100.0
8841338.WI,光伏屋顶指数,2025-09-12,0.35,7.2,6.8,8.0,6.5,5.8,4950.9924,4998.4121,4928.3679,4997.9239,1491146500.0
8841338.WI,光伏屋顶指数,2025-09-15,0.5,7.0,7.0,7.5,7.0,7.0,4971.1566,5027.9864,4964.6741,4970.8354,1585348000.0
8841338.WI,光伏屋顶指数,2025-09-16,0.35,7.2,6.8,7.5,7.0,6.5,4978.9421,5012.4002,4893.0226,4981.9798,1409826000.0
8841338.WI,光伏屋顶指数,2025-09-17,0.75,8.2,7.8,8.0,8.5,7.5,5022.6604,5037.2171,4939.5515,4976.3905,1706424300.0
8841338.WI,光伏屋顶指数,2025-09-18,0.45,7.5,7.0,7.5,7.0,6.5,4898.3012,5009.9859,4845.0925,5009.9859,1976321700.0
8841338.WI,光伏屋顶指数,2025-09-19,0.65,7.3,7.8,8.2,8.5,6.8,4865.2609,4905.1066,4848.8518,4891.1235,1345908600.0
8841338.WI,光伏屋顶指数,2025-09-22,0.55,7.3,6.8,7.5,6.5,6.2,4795.3364,4858.5742,4755.9184,4856.2964,1172709000.0
8841338.WI,光伏屋顶指数,2025-09-23,0.58,7.3,6.8,7.2,7.6,6.4,4771.6527,4823.6706,4679.5304,4790.032,1472686000.0
8841338.WI,光伏屋顶指数,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,4900.13,4900.2242,4726.792,4745.0428,1523997100.0
8841338.WI,光伏屋顶指数,2025-09-25,0.75,7.5,8.0,8.0,8.0,6.5,4924.7394,4974.0219,4895.5072,4900.4746,1719200100.0
8841338.WI,光伏屋顶指数,2025-09-26,0.45,7.3,6.8,7.5,8.0,6.2,4918.347,4960.3219,4905.7206,4905.7206,1437306800.0
8841338.WI,光伏屋顶指数,2025-09-29,0.58,7.3,7.0,8.2,7.5,6.8,4992.096,5029.1053,4901.9805,4941.8694,1470468700.0
8841338.WI,光伏屋顶指数,2025-09-30,0.15,6.8,6.5,7.2,5.5,6.3,5046.9531,5082.2502,4987.1468,4999.9427,1456675400.0
8841338.WI,光伏屋顶指数,2025-10-09,0.45,7.3,7.0,7.5,6.8,6.5,5188.1499,5211.2543,5041.9045,5069.6754,1858398300.0
8841338.WI,光伏屋顶指数,2025-10-10,0.0,7.3,6.8,7.5,5.0,4.8,5072.992,5184.1169,5058.9227,5164.9135,1737926100.0
8841338.WI,光伏屋顶指数,2025-10-13,0.5,7.2,7.5,7.0,7.5,7.0,5014.7943,5032.6111,4881.2842,4881.2842,1484246700.0
8841338.WI,光伏屋顶指数,2025-10-14,0.45,7.3,8.0,8.5,8.0,6.8,5078.1346,5233.7127,5048.6534,5057.4353,2484914300.0
8841338.WI,光伏屋顶指数,2025-10-15,0.55,7.2,6.8,7.0,8.0,6.7,5152.8895,5154.9546,5003.8854,5055.48,2112249300.0
8841338.WI,光伏屋顶指数,2025-10-16,0.25,6.3,6.0,7.0,6.5,5.8,5122.37,5167.4715,5107.0783,5142.7303,1610670400.0
8841338.WI,光伏屋顶指数,2025-10-17,0.15,6.5,5.8,6.3,5.5,5.2,4910.2382,5126.0746,4903.7735,5125.2479,1823684500.0
8841338.WI,光伏屋顶指数,2025-10-20,0.65,7.5,7.0,8.0,8.5,7.5,4923.6581,4971.2202,4898.1465,4961.2285,1288851900.0
8841338.WI,光伏屋顶指数,2025-10-21,0.75,7.8,7.5,6.5,8.2,7.3,4991.065,5006.3594,4914.3728,4933.7219,1224030800.0
8841338.WI,光伏屋顶指数,2025-10-22,0.35,7.2,7.0,7.5,7.0,6.5,4923.799,4980.416,4915.9032,4973.8282,1030902500.0
8841338.WI,光伏屋顶指数,2025-10-23,0.45,7.8,7.2,7.5,7.0,6.8,4937.8823,4944.746,4840.2886,4911.5868,1038751100.0
8841338.WI,光伏屋顶指数,2025-10-24,0.55,7.3,6.8,8.2,6.7,6.9,4978.3248,4994.1869,4952.3453,4952.8647,1095022600.0
8841338.WI,光伏屋顶指数,2025-10-27,0.65,8.5,8.0,8.5,8.0,7.5,5004.0838,5036.8846,4969.5877,5010.8694,1390283700.0
8841338.WI,光伏屋顶指数,2025-10-28,0.58,7.3,6.8,8.2,7.6,6.5,5001.8831,5037.7808,4980.9368,5001.2124,1110059700.0
8841338.WI,光伏屋顶指数,2025-10-29,0.75,8.3,8.2,8.5,8.0,7.8,5192.7792,5196.3888,4981.0255,4984.2784,2444856400.0
8841338.WI,光伏屋顶指数,2025-10-30,0.35,7.5,6.5,7.0,5.5,5.5,5142.2228,5209.2262,5133.0529,5179.9514,2174520500.0
8841338.WI,光伏屋顶指数,2025-10-31,0.78,8.3,7.6,8.9,8.2,7.4,5145.3649,5230.2106,5135.8518,5136.1791,1850081800.0
8841338.WI,光伏屋顶指数,2025-11-03,0.0,0.0,0.0,0.0,0.0,0.0,5257.3543,5257.4894,5129.7387,5156.58,1935530400.0
8841338.WI,光伏屋顶指数,2025-11-04,0.55,7.3,7.8,8.2,7.6,6.4,5203.6339,5278.1076,5169.8156,5255.9218,1758566600.0
8841338.WI,光伏屋顶指数,2025-11-05,0.0,0.0,0.0,0.0,0.0,0.0,5354.8537,5380.4293,5132.0355,5132.0355,2332629000.0
8841338.WI,光伏屋顶指数,2025-11-06,0.35,6.8,6.2,7.5,5.5,5.8,5402.7595,5457.5096,5380.8733,5380.8733,2561901300.0
8841338.WI,光伏屋顶指数,2025-11-07,0.6,7.5,7.5,8.0,7.0,7.0,5504.2256,5522.7157,5386.03,5386.03,3074302600.0
8841338.WI,光伏屋顶指数,2025-11-10,0.75,8.5,7.8,8.2,8.9,7.3,5556.4988,5588.703,5488.5046,5545.8052,3016561600.0
8841338.WI,光伏屋顶指数,2025-11-11,0.15,6.8,6.5,7.5,5.0,6.3,5643.3309,5722.407,5588.1248,5588.1248,2510635500.0
8841338.WI,光伏屋顶指数,2025-11-12,0.25,6.8,7.3,8.1,6.9,4.2,5499.4417,5666.3441,5421.8843,5647.8732,3196008000.0
8841338.WI,光伏屋顶指数,2025-11-13,0.85,8.3,8.0,8.5,9.0,8.2,5586.8071,5622.6649,5501.4854,5501.5489,2427262800.0
8841338.WI,光伏屋顶指数,2025-11-14,0.45,7.3,6.8,7.5,8.0,6.2,5608.917,5751.4197,5504.6657,5527.2075,2728800800.0
8841338.WI,光伏屋顶指数,2025-11-17,0.45,7.3,6.8,7.2,7.0,6.5,5558.8368,5633.3309,5511.7911,5619.9807,2112570000.0
8841338.WI,光伏屋顶指数,2025-11-18,0.55,8.3,7.8,8.1,8.6,6.4,5427.1595,5563.5134,5398.0678,5539.1396,1623432900.0
8841338.WI,光伏屋顶指数,2025-11-19,0.7,7.2,7.5,7.0,8.0,6.8,5353.6452,5466.8833,5295.2997,5413.8132,1748668300.0
8841338.WI,光伏屋顶指数,2025-11-20,0.45,7.3,6.8,8.2,8.0,6.2,5251.9544,5376.4815,5245.4554,5371.4738,1677659800.0
8841338.WI,光伏屋顶指数,2025-11-21,0.0,6.5,6.0,6.5,5.0,3.5,4954.0112,5178.1087,4954.0112,5167.9877,1939243100.0
8841339.WI,中芯国际产业链指数,2025-09-05,0.0,7.5,6.8,6.5,5.5,5.2,5807.8451,5822.326,5594.1299,5621.8023,909091400.0
8841339.WI,中芯国际产业链指数,2025-09-08,0.75,7.8,7.5,7.0,8.0,7.2,5921.1038,5927.5718,5772.4503,5812.8963,854761000.0
8841339.WI,中芯国际产业链指数,2025-09-09,0.4,5.8,5.5,6.5,7.2,6.3,5740.5402,5854.2596,5710.4317,5854.2596,862914400.0
8841339.WI,中芯国际产业链指数,2025-09-10,0.55,7.3,7.8,7.0,8.2,6.7,5729.2772,5811.4925,5700.853,5754.7277,642698600.0
8841339.WI,中芯国际产业链指数,2025-09-11,0.55,7.3,6.8,7.2,7.6,7.1,5946.9408,5946.9408,5658.2754,5712.7511,1028355000.0
8841339.WI,中芯国际产业链指数,2025-09-12,-0.5,7.5,8.0,8.5,4.5,3.0,5986.4257,6069.5962,5910.2812,5943.6409,1018386700.0
8841339.WI,中芯国际产业链指数,2025-09-15,0.4,7.0,6.5,7.0,9.0,7.0,5950.1541,6098.4063,5946.3917,6086.7952,858729400.0
8841339.WI,中芯国际产业链指数,2025-09-16,-0.15,5.5,4.8,4.0,3.5,4.5,5988.0559,6002.3028,5933.1757,5944.8864,741935500.0
8841339.WI,中芯国际产业链指数,2025-09-17,0.4,7.2,6.8,7.0,7.5,6.5,6099.0713,6154.661,5975.5086,6002.0861,921467100.0
8841339.WI,中芯国际产业链指数,2025-09-18,0.45,7.5,7.0,7.5,8.0,6.5,6175.6684,6375.0742,6068.6422,6110.631,1455254300.0
8841339.WI,中芯国际产业链指数,2025-09-19,0.4,7.0,6.5,5.5,5.5,6.5,6169.3545,6312.8146,6150.8561,6196.7788,1057730200.0
8841339.WI,中芯国际产业链指数,2025-09-22,0.55,6.5,6.0,6.5,7.5,6.8,6267.4321,6272.689,6143.369,6192.3828,924033500.0
8841339.WI,中芯国际产业链指数,2025-09-23,-0.1,5.5,5.8,6.0,4.5,5.2,6368.1704,6368.1704,6091.1082,6291.3152,1171813800.0
8841339.WI,中芯国际产业链指数,2025-09-24,0.0,6.5,5.5,5.0,4.5,5.0,6713.6858,6848.3676,6329.1754,6340.4472,1674975400.0
8841339.WI,中芯国际产业链指数,2025-09-25,0.75,8.3,7.8,7.5,8.2,7.2,6704.1195,6759.918,6624.358,6666.8041,1409093700.0
8841339.WI,中芯国际产业链指数,2025-09-26,0.1,7.0,6.5,7.0,5.5,5.5,6613.0065,6787.7802,6605.1786,6649.6987,1349432200.0
8841339.WI,中芯国际产业链指数,2025-09-29,-0.8,8.5,7.5,7.0,9.0,1.0,6684.3917,6693.4781,6559.1938,6627.3128,1070728000.0
8841339.WI,中芯国际产业链指数,2025-09-30,0.75,8.5,8.8,7.5,8.0,7.5,6839.9167,6902.9669,6694.6657,6736.5614,1342889700.0
8841339.WI,中芯国际产业链指数,2025-10-09,0.45,7.2,7.0,7.5,8.0,7.3,7065.4819,7237.7562,6953.503,6962.3277,1765357700.0
8841339.WI,中芯国际产业链指数,2025-10-10,-0.85,9.2,8.7,8.5,8.0,1.5,6898.5186,7016.3648,6809.1225,6958.3559,1517362400.0
8841339.WI,中芯国际产业链指数,2025-10-13,-0.8,8.5,7.5,7.0,7.5,1.0,7238.6157,7238.6157,6712.5132,6712.5132,1478618500.0
8841339.WI,中芯国际产业链指数,2025-10-14,-0.8,9.0,8.5,8.5,8.0,1.0,6975.4797,7357.2356,6929.9019,7348.6222,1603958200.0
8841339.WI,中芯国际产业链指数,2025-10-15,0.35,7.5,6.8,7.2,6.0,6.5,6955.4593,6973.486,6755.3674,6961.1705,1095804500.0
8841339.WI,中芯国际产业链指数,2025-10-16,0.35,7.2,6.8,6.5,5.0,6.3,6833.0275,6986.0658,6792.9004,6898.5048,926056000.0
8841339.WI,中芯国际产业链指数,2025-10-17,0.15,7.3,6.8,7.5,5.0,5.2,6528.4981,6849.395,6513.2132,6817.1431,957266100.0
8841339.WI,中芯国际产业链指数,2025-10-20,-0.65,6.5,7.0,5.5,4.0,2.8,6555.1171,6704.6464,6511.8001,6646.8904,725883400.0
8841339.WI,中芯国际产业链指数,2025-10-21,-0.5,7.3,6.8,7.5,8.2,3.1,6672.5703,6698.3641,6551.9788,6585.1199,744614500.0
8841339.WI,中芯国际产业链指数,2025-10-22,-0.55,8.3,6.8,7.5,4.0,2.5,6581.4257,6648.1635,6512.2051,6603.5732,643241500.0
8841339.WI,中芯国际产业链指数,2025-10-23,0.35,7.5,7.0,8.0,6.5,6.5,6527.3903,6542.086,6394.2244,6541.495,583725100.0
8841339.WI,中芯国际产业链指数,2025-10-24,0.35,6.8,6.5,6.0,5.5,6.3,6767.5485,6777.7777,6604.8841,6604.8841,984118500.0
8841339.WI,中芯国际产业链指数,2025-10-27,0.6,7.0,7.0,8.0,8.0,7.0,6973.3523,7040.4588,6833.1153,6948.723,1282406300.0
8841339.WI,中芯国际产业链指数,2025-10-28,0.35,7.5,6.8,7.2,6.5,6.3,6942.5325,7041.8907,6878.2026,6894.936,1170118600.0
8841339.WI,中芯国际产业链指数,2025-10-29,0.75,8.5,8.0,7.0,8.0,7.5,6968.9541,6972.6803,6847.3681,6908.7332,914958600.0
8841339.WI,中芯国际产业链指数,2025-10-30,-0.4,6.5,6.8,7.2,4.5,3.0,6793.8337,6962.2292,6793.8337,6962.2292,921755300.0
8841339.WI,中芯国际产业链指数,2025-10-31,0.15,7.5,6.8,5.5,7.0,5.8,6615.8749,6775.4148,6612.87,6747.1944,812933900.0
8841339.WI,中芯国际产业链指数,2025-11-03,0.8,7.0,8.0,7.0,9.0,7.0,6575.802,6582.354,6383.8139,6582.354,774854400.0
8841339.WI,中芯国际产业链指数,2025-11-04,-0.4,7.5,6.8,6.0,3.5,2.8,6518.6967,6613.7174,6480.3371,6575.474,584538100.0
8841339.WI,中芯国际产业链指数,2025-11-05,0.55,7.3,6.8,8.2,7.5,6.7,6472.6013,6506.6881,6378.523,6389.9049,507193700.0
8841339.WI,中芯国际产业链指数,2025-11-06,0.0,0.0,0.0,0.0,0.0,0.0,6620.9918,6627.7304,6495.1394,6528.5246,643716300.0
8841339.WI,中芯国际产业链指数,2025-11-07,0.4,7.2,7.0,6.5,6.0,6.8,6574.6358,6638.2977,6503.7342,6547.58,574639900.0
8841339.WI,中芯国际产业链指数,2025-11-10,0.4,6.5,6.0,7.0,7.5,6.5,6656.2485,6774.5895,6602.4265,6623.5889,652596600.0
8841339.WI,中芯国际产业链指数,2025-11-11,0.15,7.0,7.0,7.0,5.0,4.5,6599.2161,6739.1453,6592.2981,6687.7589,607778600.0
8841339.WI,中芯国际产业链指数,2025-11-12,-0.65,7.3,6.8,8.2,6.5,3.1,6476.2333,6576.0948,6414.3447,6561.9738,579683400.0
8841339.WI,中芯国际产业链指数,2025-11-13,0.15,7.5,7.0,7.5,4.5,6.5,6581.4712,6642.2135,6474.3394,6474.3394,689404900.0
8841339.WI,中芯国际产业链指数,2025-11-14,-0.3,6.5,5.5,5.0,4.0,3.5,6393.7003,6528.5451,6393.7003,6490.0597,678230700.0
8841339.WI,中芯国际产业链指数,2025-11-17,-0.45,7.3,6.8,7.5,5.0,3.5,6412.3346,6535.0138,6382.3836,6441.7807,639646300.0
8841339.WI,中芯国际产业链指数,2025-11-18,-0.4,7.5,6.0,7.0,6.5,3.5,6409.3663,6519.6398,6368.3044,6387.0798,578973600.0
8841339.WI,中芯国际产业链指数,2025-11-19,0.8,8.5,8.0,7.0,9.0,7.5,6371.9589,6475.2448,6331.8953,6379.9429,564824500.0
8841339.WI,中芯国际产业链指数,2025-11-20,-0.65,7.3,7.0,3.5,6.8,1.8,6286.988,6461.0243,6286.2139,6441.64,470522300.0
8841339.WI,中芯国际产业链指数,2025-11-21,-0.45,7.3,6.8,6.5,5.0,2.8,6076.2512,6235.027,6075.7801,6160.4636,692534600.0
884134.WI,MR头显指数,2025-09-08,0.6,7.5,7.0,8.0,9.0,7.0,13807.1395,13853.4563,13587.7614,13727.3566,3488344400.0
884134.WI,MR头显指数,2025-09-09,0.75,8.5,7.5,7.0,8.0,6.5,13465.021,13736.0644,13407.5377,13736.0644,2953408500.0
884134.WI,MR头显指数,2025-09-10,0.35,7.2,6.8,7.0,7.5,6.3,13542.2522,13625.5203,13397.4931,13455.7032,2540351900.0
884134.WI,MR头显指数,2025-09-11,0.15,3.8,4.5,3.0,4.5,6.3,13951.648,13953.6928,13370.5404,13512.4589,3727314500.0
884134.WI,MR头显指数,2025-09-12,0.45,5.5,5.0,7.0,8.0,6.5,13914.1405,14054.1229,13853.9235,13935.2687,3656903800.0
884134.WI,MR头显指数,2025-09-15,0.6,6.5,6.0,7.0,9.0,6.5,13939.1218,14068.1219,13885.7648,14012.8307,3353159200.0
884134.WI,MR头显指数,2025-09-16,0.8,8.5,8.0,8.5,9.0,8.5,14158.2118,14158.244,13877.8634,13953.424,3594699000.0
884134.WI,MR头显指数,2025-09-17,0.8,8.5,8.0,8.5,9.0,7.5,14363.1575,14420.9015,14115.6261,14175.6726,3625876300.0
884134.WI,MR头显指数,2025-09-18,0.4,7.2,6.5,5.5,7.0,5.3,14181.2809,14585.1486,14004.9388,14330.9863,4733125700.0
884134.WI,MR头显指数,2025-09-19,0.8,8.5,7.5,7.0,9.0,7.5,14054.3983,14342.037,14010.2908,14199.0288,3364152700.0
884134.WI,MR头显指数,2025-09-22,0.8,8.0,8.0,8.0,9.0,8.0,14402.1841,14402.1841,14178.7361,14178.7361,3843566800.0
884134.WI,MR头显指数,2025-09-23,-0.5,4.5,4.0,2.5,6.0,2.5,14197.5467,14432.1942,13871.9088,14422.0664,4631304700.0
884134.WI,MR头显指数,2025-09-24,0.6,5.0,6.0,5.0,8.0,7.0,14564.0504,14564.3053,14022.8819,14111.6082,4433595500.0
884134.WI,MR头显指数,2025-09-25,0.65,7.5,6.8,5.5,8.5,6.3,14519.762,14695.8714,14502.1902,14542.1656,3994710600.0
884134.WI,MR头显指数,2025-09-26,0.8,7.5,7.0,7.5,9.0,7.0,14113.3426,14482.2626,14113.3426,14463.1177,3488996800.0
884134.WI,MR头显指数,2025-09-29,0.8,7.5,6.5,7.0,8.5,7.0,14277.3518,14318.3205,14040.3077,14131.0313,3408459100.0
